Run,Frame,SSIM,PSNR,Pixel Dist,Pixel Dist To Center,Total pixels,FN,FP
3500,0,0.9756,31.80,9.00,31.00,14587.00,14.00,182.00
3500,1,0.9850,34.15,8.00,4.00,17528.00,8.00,181.00
3500,2,0.9899,34.58,5.00,45.00,19326.00,11.00,162.00
3500,3,0.9927,37.01,1.00,95.00,24005.00,14.00,148.00
3500,4,0.9824,33.80,2.00,157.00,28896.00,39.00,147.00
3500,5,0.9650,30.78,5.00,210.00,37477.00,36.00,281.00
3500,6,0.9486,29.75,6.00,310.00,46873.00,225.00,648.00
3500,7,0.7699,20.17,11.00,365.00,18977.00,644.00,550.00
3501,0,0.9556,30.76,3.00,184.00,20125.00,141.00,247.00
3501,1,0.9608,31.32,0.00,167.00,21380.00,141.00,278.00
3501,2,0.9604,31.56,1.00,112.00,20020.00,131.00,293.00
3501,3,0.9812,34.28,2.00,26.00,21407.00,111.00,152.00
3501,4,0.9467,30.57,11.00,160.00,19072.00,201.00,214.00
3501,6,0.7063,21.71,17.00,364.00,13180.00,220.00,657.00
3502,0,0.9722,31.01,4.00,167.00,14115.00,38.00,138.00
3502,1,0.9761,31.93,4.00,168.00,13982.00,29.00,136.00
3502,2,0.9768,31.86,4.00,167.00,13951.00,54.00,139.00
3502,3,0.9764,32.08,3.00,164.00,14181.00,40.00,149.00
3502,4,0.9769,32.24,3.00,164.00,14212.00,36.00,132.00
3502,5,0.9783,32.42,4.00,164.00,14204.00,46.00,139.00
3502,6,0.9785,32.51,4.00,163.00,14180.00,37.00,108.00
3502,7,0.9776,32.18,3.00,161.00,14296.00,40.00,120.00
3502,8,0.9663,31.58,3.00,155.00,16171.00,57.00,142.00
3502,9,0.9749,32.26,1.00,139.00,16555.00,71.00,170.00
3503,0,0.9287,28.59,17.00,178.00,35639.00,14.00,374.00
3503,2,0.9198,27.19,15.00,177.00,35448.00,43.00,429.00
3503,3,0.9174,26.74,15.00,178.00,35365.00,44.00,412.00
3503,4,0.9229,27.03,16.00,181.00,35203.00,56.00,438.00
3503,5,0.9264,28.47,16.00,187.00,34859.00,50.00,395.00
3503,6,0.9433,29.35,14.00,176.00,33473.00,33.00,289.00
3503,7,0.9527,30.13,14.00,147.00,31470.00,29.00,292.00
3503,8,0.9722,32.19,12.00,107.00,29001.00,16.00,206.00
3503,9,0.9763,32.58,8.00,69.00,24906.00,3.00,169.00
3504,0,0.9133,23.60,0.00,43.00,16462.00,263.00,297.00
3504,1,0.9163,24.03,1.00,43.00,16620.00,314.00,346.00
3504,2,0.9163,24.26,1.00,42.00,16631.00,337.00,338.00
3504,3,0.9110,23.67,0.00,41.00,16566.00,366.00,343.00
3504,4,0.9174,23.49,8.00,27.00,15854.00,219.00,374.00
3504,5,0.9475,27.80,13.00,18.00,14438.00,66.00,305.00
3504,6,0.9446,27.82,24.00,28.00,12310.00,50.00,245.00
3504,8,0.9390,25.37,9.00,18.00,14538.00,75.00,203.00
3504,9,0.9020,23.04,1.00,18.00,14433.00,107.00,566.00
3505,0,0.9164,28.19,15.00,43.00,17165.00,36.00,438.00
3505,1,0.9136,27.83,13.00,40.00,17471.00,66.00,435.00
3505,2,0.9121,27.69,15.00,39.00,17254.00,56.00,427.00
3505,3,0.8802,23.68,20.00,26.00,19791.00,92.00,480.00
3505,4,0.8873,25.71,21.00,21.00,20005.00,45.00,480.00
3505,5,0.8896,25.45,21.00,21.00,20558.00,47.00,407.00
3505,6,0.8749,25.32,20.00,26.00,19451.00,42.00,401.00
3505,7,0.9136,28.23,19.00,15.00,17434.00,44.00,456.00
3505,8,0.9271,28.48,18.00,14.00,17633.00,43.00,403.00
3505,9,0.9268,28.56,18.00,9.00,18247.00,45.00,451.00
3506,0,0.4897,16.31,88.00,44.00,53320.00,4695.00,3464.00
3506,1,0.4909,16.55,88.00,44.00,53729.00,4781.00,2277.00
3506,2,0.4945,16.65,87.00,43.00,54130.00,4110.00,3013.00
3501,5,0.9186,28.58,23.00,285.00,19938.00,95.00,571.00
3503,1,0.9201,27.63,17.00,177.00,35210.00,40.00,391.00
3504,7,0.9461,26.98,19.00,20.00,12885.00,44.00,250.00
3506,3,0.5003,16.68,86.00,45.00,54035.00,3962.00,3180.00
3507,9,0.9726,31.47,7.00,94.00,19813.00,95.00,286.00
3509,5,0.8941,26.11,5.00,39.00,27378.00,375.00,544.00
3511,1,0.9627,28.91,14.00,75.00,15048.00,23.00,382.00
3512,7,0.9702,32.83,6.00,170.00,10874.00,26.00,143.00
3514,3,0.9876,36.16,7.00,138.00,17488.00,6.00,137.00
3515,9,0.4269,11.18,136.00,347.00,33861.00,10244.00,16702.00
3517,5,0.6052,18.50,21.00,247.00,21795.00,930.00,1199.00
3519,3,0.7660,20.78,38.00,117.00,55673.00,717.00,1940.00
3521,0,0.8865,25.51,2.00,94.00,23083.00,213.00,340.00
3522,6,0.9495,25.75,7.00,69.00,30273.00,169.00,469.00
3506,4,0.4889,16.48,84.00,57.00,52712.00,4421.00,3184.00
3506,5,0.4931,16.69,77.00,60.00,50757.00,3261.00,2230.00
3506,6,0.5404,17.75,63.00,62.00,47626.00,1921.00,1524.00
3506,7,0.5856,18.68,43.00,78.00,45590.00,1466.00,2612.00
3506,8,0.5880,18.47,35.00,81.00,42339.00,1615.00,2795.00
3506,9,0.6537,19.06,21.00,87.00,39770.00,1416.00,1767.00
3507,0,0.8372,26.26,32.00,18.00,32554.00,75.00,1034.00
3507,1,0.8407,26.25,33.00,16.00,32641.00,73.00,994.00
3507,2,0.8414,26.08,32.00,16.00,32500.00,69.00,1032.00
3507,3,0.8267,25.77,31.00,15.00,32065.00,106.00,983.00
3507,4,0.8474,25.97,29.00,14.00,29746.00,80.00,850.00
3507,5,0.8651,26.56,23.00,11.00,27160.00,133.00,698.00
3507,6,0.9258,28.31,14.00,25.00,25641.00,116.00,431.00
3507,7,0.9561,29.52,7.00,51.00,22912.00,75.00,300.00
3507,8,0.9687,30.99,7.00,68.00,20578.00,108.00,222.00
3508,0,0.9388,28.51,13.00,56.00,15281.00,34.00,387.00
3508,1,0.9341,28.12,19.00,9.00,17499.00,82.00,414.00
3508,2,0.9341,28.52,16.00,46.00,16760.00,79.00,321.00
3508,3,0.9412,28.56,9.00,81.00,15763.00,79.00,210.00
3508,4,0.9366,27.94,9.00,131.00,15371.00,107.00,250.00
3508,5,0.8839,25.36,7.00,181.00,13766.00,157.00,356.00
3508,6,0.9376,28.31,4.00,244.00,17545.00,125.00,201.00
3508,7,0.9090,26.29,5.00,278.00,19207.00,257.00,408.00
3508,8,0.8816,23.82,2.00,268.00,16211.00,221.00,270.00
3508,9,0.9306,27.31,1.00,241.00,15540.00,94.00,254.00
3509,0,0.8982,25.46,4.00,52.00,33607.00,489.00,549.00
3509,1,0.8969,25.37,5.00,53.00,33744.00,481.00,577.00
3509,2,0.9207,27.52,5.00,31.00,32009.00,379.00,387.00
3509,3,0.8832,25.93,1.00,26.00,30624.00,430.00,601.00
3509,4,0.8865,25.35,11.00,37.00,29593.00,454.00,500.00
3509,6,0.8871,26.00,3.00,36.00,26612.00,374.00,514.00
3509,7,0.9196,27.45,6.00,26.00,25303.00,232.00,341.00
3509,8,0.9331,26.88,14.00,19.00,23891.00,226.00,372.00
3509,9,0.8877,24.44,18.00,16.00,23224.00,421.00,732.00
3510,0,0.8744,26.44,22.00,148.00,16090.00,144.00,447.00
3510,1,0.8594,26.14,22.00,146.00,15980.00,194.00,417.00
3510,2,0.8510,26.21,22.00,145.00,15942.00,152.00,436.00
3510,3,0.8673,26.60,22.00,144.00,15994.00,132.00,419.00
3510,4,0.8499,26.26,22.00,145.00,16061.00,135.00,441.00
3510,5,0.8590,26.15,22.00,145.00,16098.00,176.00,428.00
3510,6,0.8570,26.21,22.00,146.00,16086.00,170.00,426.00
3510,7,0.8417,25.73,21.00,144.00,16148.00,217.00,455.00
3510,8,0.8104,25.12,22.00,140.00,14786.00,165.00,389.00
3510,9,0.8835,27.69,20.00,128.00,15269.00,113.00,357.00
3511,0,0.9623,28.80,14.00,76.00,15193.00,14.00,374.00
3511,2,0.9643,28.75,14.00,77.00,15105.00,27.00,352.00
3511,3,0.9613,28.78,13.00,80.00,14887.00,17.00,346.00
3511,4,0.9596,29.01,13.00,81.00,14841.00,21.00,333.00
3511,5,0.9735,30.93,11.00,69.00,15921.00,13.00,271.00
3511,6,0.9710,29.39,8.00,55.00,16944.00,22.00,180.00
3511,7,0.9857,32.70,6.00,40.00,18262.00,23.00,195.00
3511,8,0.9743,30.54,1.00,16.00,19960.00,29.00,170.00
3511,9,0.9471,27.79,12.00,28.00,24088.00,36.00,333.00
3512,0,0.9831,34.02,8.00,42.00,9848.00,6.00,151.00
3512,1,0.9638,29.97,5.00,59.00,10218.00,17.00,139.00
3512,2,0.9640,31.06,8.00,78.00,9598.00,15.00,130.00
3512,3,0.9762,33.26,9.00,93.00,9905.00,9.00,118.00
3512,4,0.9746,33.14,5.00,114.00,10084.00,19.00,144.00
3512,5,0.9683,31.53,8.00,130.00,9089.00,25.00,188.00
3512,6,0.9596,30.30,9.00,141.00,10144.00,26.00,136.00
3512,8,0.9597,30.87,9.00,181.00,10126.00,41.00,146.00
3512,9,0.9511,29.15,6.00,191.00,10735.00,44.00,141.00
3513,0,0.8784,24.81,3.00,4.00,23204.00,437.00,414.00
3513,1,0.9029,25.38,3.00,4.00,24298.00,390.00,404.00
3513,2,0.8730,24.23,4.00,4.00,24314.00,575.00,547.00
3513,3,0.7856,23.03,4.00,15.00,23281.00,524.00,627.00
3513,4,0.8102,24.06,8.00,76.00,25390.00,681.00,753.00
3513,5,0.8001,23.02,1.00,137.00,25647.00,770.00,675.00
3513,6,0.7932,23.44,3.00,76.00,24205.00,682.00,793.00
3513,7,0.7716,22.57,11.00,19.00,26314.00,740.00,1015.00
3513,8,0.8893,26.25,8.00,4.00,27667.00,402.00,422.00
3513,9,0.8927,26.07,10.00,5.00,27566.00,420.00,373.00
3514,0,0.9864,35.79,7.00,137.00,17227.00,6.00,119.00
3514,1,0.9875,36.12,7.00,137.00,17257.00,6.00,112.00
3514,2,0.9875,36.07,7.00,138.00,17561.00,3.00,138.00
3514,4,0.9876,36.11,7.00,141.00,17812.00,7.00,142.00
3514,5,0.9867,35.85,7.00,145.00,18145.00,5.00,111.00
3514,6,0.9873,35.63,6.00,133.00,18646.00,8.00,128.00
3514,7,0.9896,35.64,6.00,115.00,19324.00,7.00,102.00
3514,8,0.9924,35.51,5.00,91.00,20085.00,9.00,114.00
3514,9,0.9937,35.69,4.00,67.00,20006.00,8.00,58.00
3515,0,0.9050,26.41,25.00,37.00,14085.00,40.00,441.00
3515,1,0.8945,25.79,24.00,42.00,14602.00,67.00,479.00
3515,2,0.8590,23.99,12.00,31.00,13612.00,45.00,308.00
3515,3,0.8897,24.98,8.00,15.00,15298.00,91.00,217.00
3515,4,0.8123,22.53,16.00,8.00,18002.00,176.00,895.00
3515,5,0.6535,20.41,39.00,47.00,25316.00,315.00,1451.00
3515,6,0.3872,16.31,70.00,95.00,27110.00,820.00,1644.00
3515,7,0.3717,13.47,123.00,165.00,40873.00,4088.00,6796.00
3515,8,0.3866,10.78,150.00,211.00,48274.00,10912.00,14914.00
3516,0,0.8789,23.53,14.00,64.00,28993.00,44.00,507.00
3516,1,0.9312,27.29,10.00,72.00,31552.00,115.00,397.00
3516,2,0.9370,27.97,11.00,85.00,30033.00,116.00,464.00
3516,3,0.9280,26.01,6.00,99.00,30892.00,164.00,443.00
3516,4,0.9538,27.20,7.00,63.00,33582.00,116.00,280.00
3516,5,0.9601,28.44,2.00,73.00,28977.00,116.00,275.00
3516,6,0.9396,25.80,3.00,56.00,23774.00,44.00,373.00
3516,7,0.9583,28.79,6.00,61.00,35867.00,98.00,422.00
3516,8,0.9518,27.97,11.00,60.00,35908.00,59.00,456.00
3516,9,0.9533,28.13,11.00,61.00,37057.00,59.00,569.00
3517,0,0.9084,25.31,18.00,112.00,11304.00,48.00,346.00
3517,1,0.9590,28.73,7.00,71.00,13895.00,82.00,210.00
3517,2,0.9673,30.55,7.00,35.00,15043.00,39.00,212.00
3517,3,0.9005,26.49,14.00,52.00,16871.00,131.00,394.00
3517,4,0.7702,22.39,18.00,132.00,17041.00,293.00,725.00
3517,6,0.6399,20.03,12.00,369.00,19544.00,152.00,781.00
3518,0,0.9950,40.23,2.00,19.00,23680.00,12.00,81.00
3518,1,0.9951,40.17,1.00,19.00,23704.00,6.00,74.00
3518,2,0.9952,39.98,2.00,21.00,23709.00,11.00,90.00
3518,3,0.9950,39.81,1.00,24.00,23757.00,11.00,85.00
3518,4,0.9953,40.21,1.00,26.00,23750.00,16.00,76.00
3518,5,0.9953,40.00,1.00,26.00,23560.00,7.00,82.00
3518,6,0.9951,39.68,1.00,26.00,23321.00,8.00,87.00
3518,7,0.9951,39.41,1.00,27.00,23223.00,8.00,82.00
3518,8,0.9952,38.99,1.00,31.00,23117.00,8.00,99.00
3518,9,0.9948,38.60,1.00,36.00,23014.00,5.00,87.00
3519,0,0.6607,18.58,51.00,145.00,63600.00,1598.00,1905.00
3519,1,0.6408,17.89,58.00,156.00,64768.00,1515.00,2582.00
3519,2,0.6443,17.80,58.00,142.00,62769.00,1841.00,2502.00
3519,4,0.8866,25.28,17.00,69.00,48462.00,344.00,842.00
3519,5,0.9457,27.96,4.00,21.00,41392.00,248.00,418.00
3519,6,0.9445,26.53,13.00,9.00,35809.00,164.00,566.00
3519,7,0.9390,26.82,21.00,10.00,34583.00,111.00,596.00
3519,8,0.9421,26.67,15.00,7.00,35341.00,108.00,539.00
3520,0,0.9387,30.10,32.00,16.00,27271.00,146.00,420.00
3520,1,0.9634,31.93,22.00,22.00,30859.00,41.00,567.00
3520,2,0.9788,34.23,12.00,48.00,36843.00,110.00,405.00
3520,3,0.9639,31.20,3.00,87.00,44059.00,241.00,352.00
3520,4,0.9173,27.27,20.00,106.00,51643.00,343.00,1184.00
3520,5,0.8574,25.72,43.00,111.00,64962.00,957.00,1609.00
3520,6,0.6897,21.12,70.00,144.00,75934.00,1868.00,1826.00
3520,7,0.6762,19.43,94.00,226.00,98304.00,2801.00,4137.00
3520,8,0.5757,15.39,77.00,263.00,116821.00,4601.00,13455.00
3520,9,0.6674,15.38,125.00,300.00,94728.00,4433.00,30504.00
3521,1,0.8876,25.57,2.00,96.00,23110.00,241.00,297.00
3521,2,0.8815,25.26,3.00,96.00,23218.00,221.00,334.00
3521,3,0.8971,25.89,2.00,96.00,23480.00,205.00,309.00
3521,4,0.8729,25.34,3.00,97.00,23282.00,188.00,266.00
3521,5,0.8140,24.26,2.00,101.00,23201.00,168.00,400.00
3521,6,0.8622,24.80,6.00,95.00,23712.00,192.00,720.00
3521,7,0.8135,22.55,12.00,85.00,24031.00,291.00,1126.00
3521,8,0.7354,21.20,17.00,77.00,23939.00,215.00,1092.00
3521,9,0.7614,21.91,23.00,67.00,29414.00,271.00,875.00
3522,0,0.9615,29.32,1.00,24.00,24577.00,21.00,288.00
3522,1,0.9560,30.01,3.00,26.00,24310.00,11.00,254.00
3522,2,0.9646,31.60,4.00,40.00,25449.00,29.00,246.00
3522,3,0.9651,32.46,0.00,49.00,25507.00,35.00,166.00
3522,4,0.9814,34.25,2.00,50.00,25668.00,36.00,177.00
3522,5,0.9771,31.98,1.00,73.00,28507.00,39.00,255.00
3522,7,0.9641,30.55,3.00,28.00,28003.00,59.00,347.00
3522,8,0.9542,29.02,10.00,5.00,27640.00,35.00,495.00
3522,9,0.9560,29.15,9.00,4.00,28168.00,51.00,480.00
3523,0,0.9177,25.28,31.00,24.00,27189.00,272.00,688.00
3523,1,0.9647,31.88,9.00,16.00,28016.00,143.00,277.00
3523,2,0.9556,30.86,12.00,30.00,27969.00,96.00,351.00
3523,3,0.9341,28.58,3.00,11.00,28137.00,166.00,407.00
3523,4,0.7490,22.14,0.00,9.00,27674.00,610.00,1224.00
3523,5,0.6863,18.36,10.00,39.00,25212.00,693.00,986.00
3523,6,0.6207,15.93,24.00,33.00,27372.00,596.00,1638.00
3523,7,0.8595,25.84,35.00,53.00,40153.00,384.00,663.00
3523,8,0.8076,24.55,19.00,46.00,44988.00,398.00,1491.00
3523,9,0.6917,21.55,57.00,62.00,56569.00,2203.00,2313.00
3524,0,0.9264,30.49,18.00,25.00,34456.00,88.00,551.00
3524,1,0.9617,32.68,15.00,29.00,36751.00,97.00,534.00
3524,2,0.9637,33.21,15.00,10.00,34040.00,85.00,449.00
3524,4,0.9607,32.96,15.00,12.00,35236.00,49.00,544.00
3524,5,0.9659,33.80,14.00,7.00,34494.00,39.00,474.00
3524,6,0.9661,33.69,14.00,19.00,32667.00,63.00,427.00
3524,7,0.9683,34.16,14.00,22.00,32922.00,61.00,432.00
3524,8,0.9638,33.65,13.00,14.00,33620.00,29.00,391.00
3524,9,0.9672,34.36,13.00,6.00,33836.00,48.00,388.00
3525,0,0.9927,35.82,2.00,21.00,19882.00,3.00,137.00
3525,1,0.9934,36.25,2.00,21.00,19907.00,8.00,138.00
3525,2,0.9933,36.26,2.00,21.00,19929.00,4.00,143.00
3525,3,0.9930,35.88,2.00,25.00,19751.00,1.00,148.00
3525,4,0.9943,37.19,3.00,27.00,18080.00,8.00,81.00
3525,5,0.9931,36.41,2.00,28.00,17858.00,7.00,93.00
3525,6,0.9947,37.54,2.00,28.00,18316.00,12.00,80.00
3525,7,0.9944,37.37,2.00,24.00,18260.00,8.00,76.00
3525,8,0.9940,37.40,3.00,25.00,17814.00,5.00,65.00
3526,0,0.8312,25.82,13.00,129.00,16712.00,281.00,373.00
3526,1,0.8095,25.36,14.00,126.00,16609.00,332.00,418.00
3526,2,0.8311,25.74,17.00,129.00,16211.00,285.00,336.00
3526,3,0.8130,25.55,16.00,132.00,16679.00,330.00,373.00
3526,4,0.7566,24.24,16.00,127.00,18521.00,381.00,717.00
3526,5,0.7641,24.20,24.00,124.00,20120.00,429.00,779.00
3526,6,0.8253,25.24,26.00,140.00,20423.00,385.00,665.00
3526,7,0.8346,25.17,25.00,141.00,20123.00,338.00,601.00
3526,8,0.8340,25.18,27.00,138.00,20050.00,396.00,603.00
3526,9,0.8284,24.93,25.00,137.00,19792.00,379.00,644.00
3527,0,0.9859,32.44,2.00,36.00,15248.00,53.00,142.00
3527,1,0.9856,32.42,2.00,36.00,15238.00,59.00,164.00
3527,2,0.9859,32.43,3.00,35.00,15301.00,78.00,151.00
3527,3,0.9869,33.06,2.00,41.00,15413.00,66.00,149.00
3527,4,0.9858,33.48,7.00,51.00,14829.00,40.00,194.00
3527,6,0.9816,32.22,8.00,55.00,15096.00,54.00,183.00
3527,7,0.9866,33.66,8.00,58.00,15167.00,40.00,191.00
3527,8,0.9809,32.61,8.00,49.00,14787.00,43.00,184.00
3527,9,0.9859,33.42,9.00,42.00,14615.00,38.00,153.00
3528,0,0.9728,31.28,12.00,14.00,35667.00,92.00,314.00
3528,1,0.9723,30.91,11.00,22.00,35562.00,90.00,369.00
3528,2,0.9696,30.68,11.00,29.00,35729.00,109.00,435.00
3528,3,0.9710,30.79,12.00,31.00,35481.00,111.00,401.00
3528,4,0.9677,30.59,13.00,33.00,35235.00,94.00,403.00
3528,5,0.9682,30.65,13.00,35.00,35768.00,94.00,357.00
3528,6,0.9673,30.37,13.00,34.00,36212.00,100.00,428.00
3528,7,0.9686,30.53,13.00,33.00,36437.00,103.00,439.00
3528,8,0.9658,30.46,11.00,32.00,35486.00,105.00,377.00
3528,9,0.9698,30.97,12.00,33.00,35312.00,101.00,403.00
3529,0,0.5440,18.65,42.00,124.00,25361.00,1151.00,1143.00
3529,2,0.5507,18.91,42.00,124.00,25379.00,1030.00,1136.00
3529,3,0.5452,18.70,42.00,124.00,25209.00,1068.00,816.00
3529,4,0.5577,18.75,44.00,124.00,25319.00,1104.00,797.00
3529,5,0.5563,18.56,45.00,125.00,25487.00,1236.00,953.00
3529,6,0.5527,18.52,45.00,127.00,25622.00,1231.00,976.00
3529,7,0.5485,18.66,44.00,128.00,25393.00,1168.00,942.00
3529,8,0.5497,18.68,39.00,126.00,25306.00,1055.00,907.00
3529,9,0.5549,18.79,37.00,125.00,25532.00,1074.00,888.00
3530,0,0.9581,33.45,16.00,42.00,29107.00,65.00,326.00
3530,1,0.9584,33.44,16.00,42.00,28942.00,66.00,319.00
3530,2,0.9574,33.41,18.00,42.00,28942.00,62.00,356.00
3530,3,0.9261,29.74,27.00,13.00,31253.00,144.00,552.00
3530,4,0.7872,23.56,30.00,34.00,27245.00,608.00,1149.00
3530,5,0.7440,22.08,23.00,20.00,20290.00,777.00,1077.00
3530,6,0.8287,24.68,22.00,11.00,22656.00,592.00,763.00
3530,8,0.8146,24.14,19.00,18.00,22028.00,518.00,667.00
3530,9,0.8209,24.31,19.00,20.00,21924.00,487.00,622.00
3531,0,0.9505,28.52,13.00,23.00,20782.00,70.00,415.00
3531,1,0.9486,28.34,13.00,23.00,20779.00,72.00,416.00
3531,2,0.9496,28.47,13.00,23.00,20779.00,71.00,418.00
3531,3,0.9503,28.38,13.00,24.00,20811.00,90.00,420.00
3531,4,0.9371,27.42,12.00,28.00,19043.00,80.00,439.00
3531,5,0.9086,24.41,13.00,17.00,14957.00,104.00,424.00
3531,6,0.8623,23.14,10.00,16.00,13408.00,115.00,553.00
3531,7,0.8761,23.49,10.00,19.00,12428.00,101.00,367.00
3531,8,0.8775,22.65,11.00,19.00,11963.00,91.00,357.00
3531,9,0.8704,23.71,10.00,19.00,12555.00,85.00,406.00
3532,0,0.9865,34.75,8.00,21.00,26953.00,19.00,311.00
3532,1,0.9860,34.57,7.00,21.00,27045.00,19.00,296.00
3532,2,0.9865,34.75,7.00,21.00,27004.00,17.00,307.00
3532,4,0.9859,34.53,7.00,21.00,27062.00,17.00,322.00
3532,5,0.9858,34.39,7.00,21.00,27050.00,21.00,334.00
3532,6,0.9859,34.46,8.00,21.00,27051.00,16.00,328.00
3532,7,0.9858,34.42,7.00,21.00,27069.00,17.00,303.00
3532,8,0.9866,34.87,7.00,21.00,27156.00,10.00,327.00
3532,9,0.9846,33.86,7.00,11.00,25966.00,16.00,285.00
3533,0,0.8481,22.53,3.00,21.00,20626.00,180.00,1036.00
3533,1,0.8418,23.32,5.00,20.00,21403.00,209.00,895.00
3533,2,0.8685,23.65,6.00,21.00,22106.00,274.00,914.00
3533,3,0.8240,23.09,2.00,25.00,21956.00,314.00,843.00
3533,4,0.8048,23.39,2.00,22.00,20720.00,301.00,610.00
3533,5,0.8491,23.59,2.00,9.00,21555.00,294.00,903.00
3533,6,0.8851,24.78,1.00,22.00,22160.00,325.00,657.00
3533,7,0.8961,25.81,1.00,25.00,22063.00,292.00,554.00
3533,8,0.8645,24.30,1.00,19.00,21353.00,273.00,833.00
3534,0,0.9571,28.39,5.00,151.00,13433.00,41.00,176.00
3534,1,0.9566,28.32,6.00,152.00,13440.00,29.00,184.00
3534,2,0.9525,27.84,6.00,152.00,13317.00,32.00,198.00
3534,3,0.9597,28.73,5.00,150.00,13510.00,28.00,191.00
3534,4,0.9587,29.26,3.00,128.00,16276.00,70.00,292.00
